Account address,Profile URL
prawnzo.meow.social.ap.brid.gy,https://bsky.app/profile/prawnzo.meow.social.ap.brid.gy
zig_von_katz.furries.club.ap.brid.gy,https://bsky.app/profile/zig_von_katz.furries.club.ap.brid.gy
Skulldox.mastodon.art.ap.brid.gy,https://bsky.app/profile/Skulldox.mastodon.art.ap.brid.gy
Oric.macrofurs.social.ap.brid.gy,https://bsky.app/profile/Oric.macrofurs.social.ap.brid.gy
Specopcleric.meow.social.ap.brid.gy,https://bsky.app/profile/Specopcleric.meow.social.ap.brid.gy
cosmicartoons.mastodon.art.ap.brid.gy,https://bsky.app/profile/cosmicartoons.mastodon.art.ap.brid.gy
ShinyWark.blimps.xyz.ap.brid.gy,https://bsky.app/profile/ShinyWark.blimps.xyz.ap.brid.gy
gulo.macrofurs.social.ap.brid.gy,https://bsky.app/profile/gulo.macrofurs.social.ap.brid.gy
JarggyRoo.meow.social.ap.brid.gy,https://bsky.app/profile/JarggyRoo.meow.social.ap.brid.gy
hellamander.animal.business.ap.brid.gy,https://bsky.app/profile/hellamander.animal.business.ap.brid.gy
sweek.meow.social.ap.brid.gy,https://bsky.app/profile/sweek.meow.social.ap.brid.gy
TooniestSkunk.meow.social.ap.brid.gy,https://bsky.app/profile/TooniestSkunk.meow.social.ap.brid.gy
drachenmagier.mastodon.art.ap.brid.gy,https://bsky.app/profile/drachenmagier.mastodon.art.ap.brid.gy
0ct0m0n0.meow.social.ap.brid.gy,https://bsky.app/profile/0ct0m0n0.meow.social.ap.brid.gy
tangelohyena.pawb.fun.ap.brid.gy,https://bsky.app/profile/tangelohyena.pawb.fun.ap.brid.gy
Freewolfd.bark.lgbt.ap.brid.gy,https://bsky.app/profile/Freewolfd.bark.lgbt.ap.brid.gy
kitsuakari.meow.social.ap.brid.gy,https://bsky.app/profile/kitsuakari.meow.social.ap.brid.gy
